Artist,Title
Tool,ﾒnema
Bruce_Springsteen,Downbound_Train
Mastodon,Megalodon
Billie_Holiday,Trav'lin'_All_Alone
Whitney_Houston,Heartbreak_Hotel
Joe_Cocker,Heaven
Tim_McGraw,My_Best_Friend
George_Strait,Round_About_Way
Alison_Krauss,Baby_Now_That_I've_Found_You
Bing_Crosby,I'm_an_Old_Cowhand_(From_the_Rio_Grande)
Tom_Waits,More_Than_Rain
Johnny Cash,Were_You_There_(When_They_Crucified_My_Lord)
Bob_Marley,Adam_and_Eve
Van_Morrison,The_Mystery
Incognito,Everybody_Loves_the_Sunshine
Lamb_of_God,Redneck
R.E.M.,Sad_Professor
Led_Zeppelin,Dancing_Days
City_and_Colour,Comin'_Home
Dolly_Parton,Randy
Elvis_Costello,Everybodys_Crying_Mercy
John_Denver,Rocky_Mountain_Suite
Eric_Clapton,Hello_Old_Friend
Pink_Floyd,Take_Up_Thy_Stethoscope_and_Walk
The_Everly_Brothers,Lonely_Street
Elvis_Presley,Hot_Dog
Annie_Lennox,The_Saddest_Song_I've_Got
Elvis_Costello,Dust_2
The_Beach_Boys,Make_It_Big
Al_Green,Oh_Holy_Night
Erasure,Storm_in_a_Teacup
Harry_Connick_Jr. ,What_Child_Is_This?
Tears_for_Fears,When_in_Love_With_a_Blind_Man
The_Fall,Frenz
Wu-Tang_Clan,Wu-Tang_Clan_Ain't_Nuthing_Ta_F'_Wit
Linda_Ronstadt,I_Go_to_Pieces
John_Lennon,Happy_Xmas_(War_Is_Over)
Rod_Stewart,Our_Love_Is_Here_to_Stay
Ludacris,Get_Back
Keith_Urban,You'll_Think_of_Me
Rosanne_Cash,Blue_Moon_With_Heartache
Louis_Armstrong,I_Love_Jazz
The_Verve,Lucky_Man
Andrea_Bocelli,Voglio_Restare_Cosi
Joe_Jackson,Lullaby
Joe_Cocker,Highway_Highway
Radiohead,How_to_Disappear_Completely
Elvis_Presley,A_Little_Less_Conversation
Tom_Waits,The_Fall_of_Troy
Megadeth,Elysian_Fields
Bob_Dylan,What_Good_Am_I?
Elvis_Presley,One-Sided_Love_Affair
De/Vision,Someone_to_Draw_the_Sword
Deep_Purple,Truth_Hurts
Alabama,Angels_Among_Us
Elton_John,American_Triangle
Eels,Restraining_Order_Blues
Alice_in_Chains,Brother
Elbow,Station_Approach
Lou_Reed,Modern_Dance
Bee_Gees,Until
Young_Jeezy,I_Luv_It
2Pac,Me_Against_the_World
Bruce_Springsteen,Pink_Cadillac
Sonic_Youth,Superstar
Megadeth,The_Killing_Road
Billie_Holiday,Lover_Man_(Oh_Where_Can_You_Be)
Roger_Miller,When_Two_Worlds_Collide
Prince,Extraordinary
50_Cent,Ski_Mask_Way
Randy_Travis,Look_Heart_No_Hands
The_Psychedelic_Furs,Better_Days
Willie_Nelson,American_Tune
Rage_Against_the_Machine,Settle_for_Nothing
Marvin_Gaye,I_Won't_Cry_Anymore
David_Bowie,I'm_Not_Losing_Sleep
Snoop_Dogg,Ride
Paula_Abdul,Rush_Rush
Cher,Rain_Rain
Paul_Simon,Night_Games
Trisha_Yearwood,A_Lover_Is_Forever
Michael_Jackson,Who_Is_It?
Harry_Connick_Jr. ,Something_You_Got
Sam_Cooke,The_Last_Mile_of_the_Way
Tom_Waits,Old_Shoes
Willie_Nelson,Blue_Hotel
Judas_Priest,Bullet_Train
Queensrche,Gonna_Get_Close_to_You
Cradle_of_Filth,Tonight_in_Flames
Trace_Adkins,I_Wanna_Feel_Something
Oasis,Let_There_Be_Love
Marilyn_Manson,Count_to_Six_and_Die_(The_Vacuum_of_Infinite_Space_Encompassing)
Anthrax,C11_H17_N2_O2_S_Na
Rod_Stewart,Da_Ya_Think_I'm_Sexy?
Cher,Could've_Been_You
Sonic_Youth,JC
Natalie_Cole,His_Eyes_Her_Eyes
LL_Cool_J,Mama_Said_Knock_You_Out
David_Sylvian,Laughter_Forgetting
Johnny_Cash,(There'll_Be)_Peace_in_the_Valley
Tom_Waits,So_It_Goes
Prince,Cindy_C.
Bob_Dylan,The_Mighty_Quinn_(Quinn_the_Eskimo)
Cradle_of_Filth,Lovesick_for_Mina
Mariah_Carey,One_Sweet_Day
Patsy_Cline,Pick_Me_Up_on_Your_Way_Down
Ozzy_Osbourne,Gets_Me_Through
John_Lennon,Angel_Baby
Sinead_O'Connor,This_Is_to_Mother_You
Elvis_Presley,The_Girl_I_Never_Loved
Vince_Gill,Look_at_Us
Bill_Charlap,Skylark
Smashing_Pumpkins,Pug
Tom_Waits,Looks_Like_I'm_up_Shit_Creek_Again
New_Order,Thieves_Like_Us
James_Brown,Papa's_Got_a_Brand_New_Bag
Johnny_Cash,The_Way_Worn_Traveler
Jerry_Jeff_Walker,Mississippi_You're_on_My_Mind
Bonnie_Raitt,The_Bed_I_Made
Megadeth,Blood_of_Heroes
Norah_Jones,Nightingale
Smokey_Robinson,One_Heartbeat
Joss_Stone,Fell_in_Love_With_a_Boy
k.d._lang,I_Dream_of_Spring
The_Byrds,I_Wanna_Grow_Up_To_Be_a_Politician
Frank_Zappa,Dinah-Moe_Humm
Sam_Cooke,Touch_the_Hem_of_His_Garment
Wings,Getting_Closer
Kirk_Franklin,Stomp
Elvis_Presley,Just_Because
Mobb_Deep,Survival_of_the_Fittest
Chris_Rea,Nothings_Happening_by_The
DMX,Ruff_Ryders'_Anthem
Oasis,Lyla
Lamb_of_God,Bloodletting
The_Fall,War
The_Everly_Brothers,It's_All_Over
The_Fall,Middle_Class_Revolt
Elvis_Costello,The_Other_Side_of_Summer
Prince,Kiss
New_Order,Sunrise
Barry_White,Love's_Theme
Heart,Dog_Butterfly
The_Beach_Boys,Keepin'_the_Summer_Alive
Joanna_Newsom,En_Gallop
Page_France,Ceiling
Bob_Dylan,Disease_of_Conceit
Aretha_Franklin,Going_Down_Slow
Willie_Nelson,What_a_Wonderful_World
Rage_Against_the_Machine,Vietnow
Black_Sabbath,Sick_and_Tired
The_Isley_Brothers,Twist_and_Shout
Elvis_Presley,Welcome_to_My_World
Trisha_Yearwood,She_Can't_Save_Him
Beastie_Boys,Time_for_Livin'
John_Lennon,I_Found_Out
Blake_Shelton,I_Drink
Ella_Fitzgerald,They_All_Laughed
Lena_Horne,Tomorrow_Mountain
Megadeth,Victory
Megadeth,Train_of_Consequences
Willie_Nelson,Life's_Railway_to_Heaven
Jimmy_Buffett,Blue_Heaven_Rendezvous
Rage_Against_the_Machine,Without_a_Face
Cavalera_Conspiracy,Inflikted
Elvis_Presley,Confidence
Beastie_Boys,Body_Movin'
Jocelyn_Brown,Always_There
New_Order,Leave_Me_Alone
Godsmack,Straight_Out_of_Line
Bob_Marley,Stir_It_Up
The_Rolling_Stones,She's_a_Rainbow
Aretha_Franklin,Hello_Sunshine
2Pac,California_Love
John_Mayall,Parchman_Farm
Anthrax,Anti-Social
Luther_Vandross,I_Can't_Wait_No_Longer_(Let's_Do_This)
Willie_Nelson,Just_a_Closer_Walk_With_Thee
Secret_Garden,Aria
David_Bowie,Rosalyn
Paul_Oakenfold,Starry_Eyed_Surprise
Anthrax,Potters_Field
Brooks_Dunn,That_Ain't_No_Way_to_Go
Mahalia_Jackson,The_Lord's_Prayer
Slayer,Crypts_of_Eternity
Ella_Fitzgerald,It_Never_Entered_My_Mind
Patty_Loveless,How_Can_I_Help_You_Say_Goodbye
Alan_Jackson,A_Holly_Jolly_Christmas
Stevie_Wonder,Outside_My_Window
Christina_Aguilera,Dirrty
Bruce_Springsteen,When_the_Saints_Go_Marching_In
T._Rex,Telegram_Sam
Rage_Against_the_Machine,Wake_Up
Godsmack,I_F******_Hate_You
Neil_Diamond,Holly_Holy_(Live)
Ramones,Rock_N'_Roll_High_School
Eric_Clapton,I've_Got_a_Rock_'N'_Roll_Heart
Page_France,Bridge
Barry_White,Your_Sweetness_Is_My_Weakness
Randy_Travis,Running_Blind
Electric_Light_Orchestra,Mr._Blue_Sky
Bryan_Ferry,Let's_Stick_Together
Van_Morrison,Before_the_World_Was_Made
Bonnie_Raitt,Wherever_You_May_Be
Rihanna,Breakin'_Dishes
Stevie_Wonder,Come_Back_as_a_Flower
Gloria_Estefan,Rhythm_Is_Gonna_Get_You
Al_Green,Build_Me_Up
Beck,Sleeping_Bag
Steven_Curtis_Chapman,Your_Side_of_the_World
Tori_Amos,Hotel
Kirk_Franklin,Looking_for_You
Songs:_Ohia,Not_Just_a_Ghost's_Heart
Stina,Memories_of_a_Colour
Bob_Dylan,A_Satisfied_Mind
Black_Sabbath,Sabbath_Bloody_Sabbath
Megadeth,Moto_Psycho
Janet_Jackson,Let's_Wait_Awhile
Vince_Gill,If_It_Weren't_For_Him
Lizz_Wright,Reaching_For_the_Moon
John_Lennon,Happy_Xmas_(War_Is_Over)
Randy_Travis,Pick_Up_the_Oars_and_Row
The_Boo_Radleys,Run_My_Way_Runway
The_Cure,Want
Prince,U_Got_the_Look
Neil_Diamond,Create_Me
Bob_Dylan,North_Country_Blues
Bee_Gees,Night_Fever
Chuck_Berry,I'm_Talking_About_You
Nico,Ari's_Song
Bee_Gees,More_Than_a_Woman
Madonna,Deeper_and_Deeper
Cradle_of_Filth,Dirge_Inferno
Vince_Gill,These_Broken_Hearts
Prefab_Sprout,Mercy
Eminem,Mosh
Megadeth,Dread_and_the_Fugitive_Mind
George_Strait,Cowboys_Like_Us
50_Cent,U_Not_Like_Me
Jimmy_Buffett,Breathe_in_Breathe_Out
The_Moody_Blues,Melancholy_Man
The_Beach_Boys,Do_You_Remember
The_Jam,English_Rose
Tool,Forty_Six_2”
Robert_Plant,If_I_Were_a_Carpenter
The_Kinks,Animal_Farm
LeAnn_Rimes,Big_Deal
Marian_McPartland,Why?
Bruce_Springsteen,Crush_on_You
New_Order,All_Day_Long
Scorpions,Is_There_Anybody_There
Jackson_Browne,These_Days
Hamada,Ferret_Featherbird
Megadeth,The_World_Needs_a_Hero
Megadeth,Promises
Stevie_Wonder,Send_One_Your_Love
John_Hiatt,Memphis_in_the_Meantime
George_Benson,We_Got_the_Love
Neil_Diamond,Dear_Father
Lionel_Richie,Say_You_Say_Me
Mastodon,Blood_and_Thunder
Teddy_Pendergrass,Come_Go_with_Me
Lamb_of_God,Walk_with_Me_in_Hell
Bruce_Springsteen,Atlantic_City
Bob_Dylan,On_a_Night_Like_This
Metallica,Last_Caress/Green_Hell
The_Prodigy,Voodoo_People
Nat_King_Cole,Dream_a_Little_Dream_of_Me
Harry_Connick_Jr. ,I_Wonder_as_I_Wonder
Randy_Travis,Shall_We_Gather_at_the_River?
Beastie_Boys,Egg_Raid_on_Mojo_[Demo]
Public_Enemy,Welcome_to_the_Terrordome
Reba_McEntire,Can't_Even_Get_the_Blues_No_More
Randy_Travis,The_Unclouded_Day
Megadeth,Mastermind
Neil_Young,California_Sunset
The_Soul_Stirrers,How_Far_Am_I_from_Canaan?
Bob_Dylan,Bob_Dylan's_Blues
Van_Morrison,A_Town_Called_Paradise
Megadeth,FFF
Megadeth,Sin
Megadeth,Use_the_Man
Bob_Dylan,Talkin'_New_York
Willie_Nelson,Beer_for_My_Horses
Bruce_Springsteen,The_Rising
Bruce_Springsteen,My_City_of_Ruins
Eddie_Money,Think_I'm_in_Love
The_Oak_Ridge_Boys,Juliet
Bruce_Springsteen,Mary's_Place
Earth_Wind_Fire,Everything_Is_Everything
DMX,What's_My_Name?
Tina_Turner,Whatever_You_Need
Wire,Heartbeat
The_Notorious_B.I.G.,Ready_to_Die
Merle_Haggard,If_I_Could_Only_Fly
Jay-Z,Success
Barenaked_Ladies,Be_My_Yoko_Ono
Neil_Young,Daddy_Went_Walkin'
Rage_Against_the_Machine,Sleep_Now_in_the_Fire
Rage_Against_the_Machine,Voice_of_the_Voiceless
Weird_Al_Yankovic,Spam
Machine_Head,American_High
Moby,Natural_Blues
Michael_W._Smith,Let_It_Rain
Rage_Against_the_Machine,Mic_Check
Ramones,Rock_Roll_High_School
Al_Green,I'm_Hooked_on_You
Al_Green,Not_Tonight
Lamb_of_God,As_the_Palaces_Burn
Sade,Sally
Ramones,Do_You_Remember_Rock_Roll_Radio?
Kelis,Caught_Out_There
Otis_Redding,(Sittin'_On)_The_Dock_of_the_Bay
Nelly_Furtado,Forca
Al_Green,I_Can't_Stop
Tony_Bennett,The_Boulevard_of_Broken_Dreams_(Gigolo_and_Gigolette)
Air,Don't_Be_Light
Bob_Dylan,I_Want_You
Ice_Cube,Ghetto_Vet
Bobby_McFerrin,Drive_My_Car
Kenny_Loggins,I'm_Alright
Bobby_McFerrin,Simple_Pleasures
The_Byrds,Hickory_Wind
Toby_Keith,I_Love_This_Bar
Toby_Keith,Whiskey_Girl
Toby_Keith,If_I_Was_Jesus
Toby_Keith,Don't_Leave_I_Think_I_Love_You
Duke_Ellington,Danke_Schoen
Slayer,War_Zone
Slayer,Here_Comes_the_Pain
Joe_Cocker,I_Think_It's_Going_to_Rain_Today
Queen,It's_a_Beautiful_Day_(Reprise)
Trace_Adkins,Help_Me_Understand
Madonna,Don't_Tell_Me
AC/DC,Down_Payment_Blues
Snoop_Dogg,F***_You
Pet_Shop_Boys,Love_Comes_Quickly
Megadeth,Vortex
Billy_Joel,Easy_Money
Mahalia_Jackson,Just_as_I_Am
Cradle_of_Filth,Filthy_Little_Secret
Al_Green,You_Are_So_Beautiful
Conway_Twitty,After_All_the_Good_Is_Gone
The_Who,The_Song_Is_Over
Kool_Keith,Tess_Shit
Madonna,Impressive_Instant
Bob_Dylan,Not_Dark_Yet
Slayer,Darkness_of_Christ
Mastodon,Siberian_Divide
Shelby_Lynne,I'll_Lie_Myself_to_Sleep
Bob_Dylan,Oh_Sister
The_Isley_Brothers,I_Turned_You_On
Neil_Young,Running_Dry_(Requiem_For_the_Rockets)
Kiss,Let_Me_Go_Rock_'n'_Roll
Beastie_Boys,Alright_Hear_This
Mastodon,Crystal_Skull
Billie_Holiday,Moonlight_in_Vermont
Manic_Street_Preachers,4st_7lb
Bee_Gees,Too_Much_Heaven
Bruce_Springsteen,My_Hometown
Toby_Keith,Upstairs_Downtown
New_Order,Sub-Culture
Etta_James,Come_Rain_or_Come_Shine
Merle_Haggard,I_Made_the_Prison_Band
John_Lennon,Happy_Xmas_(War_Is_Over)
Bee_Gees,Fanny_(Be_Tender_With_My_Love)
Ray_Price,I'm_Still_Not_over_You
Megadeth,Recipe_for_Hate...Warhorse
Bee_Gees,Love_You_Inside_Out
Barenaked_Ladies,If_I_Had_$10000”
Slipknot,Pulse_of_the_Maggots
George_Strait,Four_Down_and_Twelve_Across
Bjork,Hunter
Ozzy_Osbourne,No_Easy_Way_Out
Vince_Gill,Young_Man's_Town
Black_Sabbath,The_Writ
The_Cure,This_Is_a_Lie
Megadeth,Black_Curtains
2Pac,Me_Against_the_World
Neil_Diamond,If_I_Don't_See_You_Again
Neil_Diamond,Another_Day_(That_Time_Forgot)
Neil_Diamond,One_More_Bite_of_the_Apple
Neil_Diamond,Forgotten
Alice_Cooper,Wake_the_Dead
Toby_Keith,She_Never_Cried_in_Front_of_Me
Marianne_Faithfull,The_Crane_Wife_3
Marianne_Faithfull,How_Many_Worlds
Marianne_Faithfull,In_Germany_Before_the_War
Flo_Rida,Sugar
The_Beatles,Run_for_Your_Life
The_Beatles,When_I'm_Sixty-Four
The_Beatles,Lovely_Rita
The_Beatles,She's_Leaving_Home
The_Beatles,Getting_Better
The_Beatles,Julia
The_Beatles,Ob-La-Di_Ob-La-Da
The_Beatles,All_Together_Now
Bob_Dylan,Do_You_Hear_What_I_Hear?
Bob_Dylan,The_First_Noel
Bob_Dylan,O'_Little_Town_Of_Bethlehem
Bob_Dylan,O'_Come_All_Ye_Faithful_(Adeste_Fideles)
Slayer,Psychopathy_Red
Slayer,World_Painted_Blood
Slayer,Beauty_Through_Order
Slayer,Hate_Worldwide
Slayer,Public_Display_Of_Dismemberment
Jimmy_Buffett,The_Handiest_Frenchman_in_the_Caribbean
Slayer,Overt_Enemy
Slayer,Ghosts_of_War
Elton_John,Lucy_in_the_Sky_With_Diamonds
Slayer,Spirit_in_Black
Natalie_Cole,L-O-V-E
Slayer,Spiritual_Law
Metallica,Phantom_Lord
Evil,Mercyful_Fate
Billy_Joel,It's_Still_Rock_and_Roll_to_Me
ABBA,I_Have_a_Dream
Bob_Dylan,If_You_Gotta_Go_Go_Now
The_Prodigy,One_Love
White_Zombie,Super-Charger_Heaven
George_Benson,Rock-A-Bye
Stevie_Wonder,Signed_Sealed_Delivered_I'm_Yours
Ice_Cube,Dirty_Mack
Ice_Cube,The_Predator
Ice_Cube,Wicked
Willie_Nelson,Family_Bible
Dido,Here_with_Me
Johnny_Cash,I_Still_Miss_Someone
Ministry,Just_One_Fix
Skinny_Puppy,Assimilate
Dido,Thank_You
Prince”,Kiss
Prince”,Let's_Go_Crazy
The_Jayhawks,Blue
Prince,Do_Me_Baby
Deep_Purple,Never_Before
Prince,I_Feel_for_You
Joni_Mitchell,Chelsea_Morning
Emmylou_Harris,Too_Far_Gone
Emmylou_Harris,Sleepless_Nights
Black_Sabbath,Changes
Prince,I_Wanna_Be_Your_Lover
Marvin_Gaye,Keep_Gettin'_It_On
Metallica,Battery
Megadeth,Crush_'Em
Ghostface_Killah,Mighty_Healthy
Megadeth,Prince_of_Darkness
Marilyn_Manson,Man_That_You_Fear
The_Cure,Out_of_This_World
Jim_Reeves,I_Won't_Forget_You
Robbie_Williams,Lazy_Days
Krokus,Screaming_in_the_Night
Marilyn_Manson,Born_Again
Marilyn_Manson,Burning_Flag
Rage_Against_the_Machine,Maggie's_Farm
The_Beatles,Hippy_Hippy_Shake
Cypress_Hill,Stoned_Is_the_Way_of_the_Walk
Lil_Wayne,F**k_Wit_Me_Now
Jennifer_Lopez,I'm_Real
Jennifer_Lopez,Love_Don't_Cost_a_Thing
The_Rolling_Stones,Around_and_Around
Kiss,Calling_Dr._Love
Suicidal_Tendencies,Institutionalized
New_Order,Procession
Metallica,Metal_Militia
Gene_Vincent,Be-Bop-A-Lula
Dolly_Parton,Potential_New_Boyfriend
Willie_Nelson,Fire_and_Rain
Bruce_Springsteen,Glory_Days
Lionel_Hampton,Moonglow
Brenda_Lee,As_Usual
James_Brown,Good_Good_Lovin'
Johnny_Cash,Old_Apache_Squaw
Chuck_Berry,Merry_Christmas_Baby
George_Harrison,What_Is_Life
Rosanne_Cash,It_Hasn't_Happened_Yet
The_Smiths,Last_Night_I_Dreamt_That_Somebody_Loved_Me
New_Order,Blue_Monday
The_Beatles,When_I_Get_Home
The_Rolling_Stones,Tie_You_Up_(The_Pain_of_Love)
Al_Green,Oh_Pretty_Woman
Ozzy_Osbourne,War_Pigs
Mariah_Carey,All_I_Want_for_Christmas_Is_You
Elvis_Presley,Paralyzed
Megadeth,Architecture_of_Aggression
Ella_Fitzgerald,Lush_Life
Megadeth,Psychotron
Anthrax,C11H17N202SNA_(Sodium_Pentathol)
Megadeth,Countdown_to_Extinction
Megadeth,Captive_Honour
Linda_Ronstadt,Just_One_Look
Megadeth,Foreclosure_of_a_Dream
Van_Morrison,Full_Force_Gale
Sepultura,Dead_Embryonic_Cells
Randy_Travis,1982
Alice_Cooper,Halo_of_Flies
Burning_Spear,Door_Peep
Dolly_Parton,Great_Balls_of_Fire
AC/DC,Evil_Walks
George_Michael,Freedom
Boyz_II_Men,Silent_Night
Ice_Cube,My_Summer_Vacation
Ice_Cube,The_Nigga_Ya_Love_to_Hate
Diana_Ross,Upside_Down
Ice_Cube,The_Wrong_Nigga_to_Fuck_Wit
Ice_Cube,No_Vaseline
Point_of_Grace,Circle_of_Friends
Ice_Cube,Endangered_Species_(Tales_From_the_Darkside)
Brooks_Dunn,Neon_Moon
Michael_Jackson,Ben
Daryl_Hall_John_Oates,Private_Eyes
Venom,Warhead
Nirvana,Blandest
The_Kinks,Tired_of_Waiting_for_You
Barry_Manilow,One_Voice
The_Lovin'_Spoonful,Daydream
Slipknot,(Sic)
Slipknot,Wait_and_Bleed
The_Kinks,Plastic_Man
The_Verve,The_Drugs_Don't_Work
The_Anti-Nowhere_League,So_What
Nas,Ether
Conway_Twitty,Guess_My_Eyes_Were_Bigger_Than_My_Heart
Conway_Twitty,I_Can't_Stop_Loving_You
Conway_Twitty,Darling_You_Know_I_Wouldn't_Lie
Conway_Twitty,I_Wonder_What_She'll_Think_About_Me_Leaving
Billy_Joel,You're_Only_Human_(Second_Wind)
Eminem,Soldier
Conway_Twitty,How_Much_More_Can_She_Stand
AC/DC,Flick_of_the_Switch
Hank_Snow,I_Went_to_Your_Wedding
Paul_McCartney,I_Saw_Her_Standing_There
Paul_McCartney,My_Love
Bob_Dylan,Tweedle_Dee_and_Tweedle_Dum
Chuck_Berry,No_Money_Down
Chuck_Berry,Almost_Grown
Meat_Loaf,You_Took_the_Words_Right_Out_of_My_Mouth_(Hot_Summer_Night)
Sheryl_Crow,My_Favorite_Mistake
Sheryl_Crow,A_Change_Would_Do_You_Good
Sheryl_Crow,Strong_Enough
George_Jones,Least_of_All
Ludacris,Blow_It_Out
Slayer,Piece_by_Piece
Slayer,Praise_of_Death
Slayer,Fight_Till_Death
Elvis_Costello,Lovable
Brenda_Lee,Coming_on_Strong
N.W.A,Gangsta_Gangsta
Anthrax,Bring_the_Noise
Beastie_Boys,Triple_Trouble
Jimi_Hendrix,Foxey_Lady
Merle_Haggard,A_Place_to_Fall_Apart
The_Kinks,Party_Line
Wu-Tang_Clan,Da_Mystery_of_Chessboxin'
The_Kinks,A_House_in_the_Country
Barenaked_Ladies,Jingle_Bells
Snoop_Dogg,Signs
Judas_Priest,Breaking_the_Law
Limp_Bizkit,The_Story
Limp_Bizkit,The_Propaganda
Anthrax,Among_the_Living
Anthrax,A.I.R.
Jimmy_Buffett,Fruitcakes
Rosanne_Cash,House_on_the_Lake
Bing_Crosby,Love_in_Bloom
Curtis_Mayfield,(Don't_Worry)_If_There's_a_Hell_Below_We're_All_Going_to_Go
DMX,I_Run_S***
DMX,We_in_Here
Slayer,Consfearacy
Slayer,Flesh_Storm
Merle_Haggard,Leonard
Steven_Curtis_Chapman,His_Eyes
Steven_Curtis_Chapman,Lord_of_the_Dance
Blake_Shelton,Don't_Make_Me
Megadeth,Washington_Is_Next!
