Id, AvgValence, AvgArousal, AvgDominance
mt0000436815, 1.8819659459459464, 1.7188151351351342, 1.6486486486486474, 
mt0000447539, 1.9291653061224492, 1.78321224489796, 1.6163265306122456, 
mt0000449429, 1.9978607287449388, 1.694027935222672, 1.472064777327934, 
mt0000463371, 1.7837809160305353, 1.7298137404580158, 1.7022900763358784, 
mt0000464234, 1.8270900277008317, 1.6454401662049847, 1.5379501385041545, 
mt0000475876, 1.9033250000000008, 1.6705072674418577, 1.647674418604651, 
mt0000489470, 1.9243275280898886, 1.6060938202247195, 1.5011235955056172, 
mt0000495842, 1.9316221374045817, 1.7068488549618321, 1.5969465648854946, 
mt0000502143, 1.7620281553398056, 1.7474262135922334, 1.6932038834951455, 
mt0000515256, 1.914555974842768, 1.684947169811321, 1.5962264150943388, 
mt0000518591, 1.9266907608695656, 1.714785869565216, 1.503260869565217, 
mt0000526302, 1.8708163398692816, 1.7959065359477133, 1.5738562091503248, 
mt0000526867, 1.8277630303030312, 1.6723096969696971, 1.6969696969696957, 
mt0000530706, 1.8770976562500006, 1.6051101562500005, 2.1187499999999995, 
mt0000552259, 1.8362767676767668, 1.7240717171717177, 1.3494949494949495, 
mt0000553622, 1.8378881720430107, 1.691961290322581, 1.6322580645161286, 
mt0000564376, 1.972380952380954, 1.751293197278912, 1.6054421768707476, 
mt0000566230, 1.8424323404255314, 1.657000851063829, 1.5659574468085105, 
mt0000567692, 1.7515593333333337, 1.653876666666666, 1.7199999999999995, 
mt0000570966, 1.962975942028986, 1.760866086956519, 1.4724637681159392, 
mt0000580738, 1.948477310924369, 1.825158823529411, 1.7243697478991598, 
mt0000592222, 1.8781464788732407, 1.7148485915492955, 1.7323943661971828, 
mt0000599398, 1.8900628571428584, 1.6591076190476193, 1.6533333333333338, 
mt0000603187, 1.7783684684684686, 1.7044612612612613, 1.5909909909909896, 
mt0000604234, 1.9060333333333326, 1.7335205128205131, 1.697435897435897, 
mt0000606812, 1.9663429319371732, 1.719825130890052, 1.5570680628272244, 
mt0000630628, 1.8633569444444449, 1.6797444444444445, 1.574999999999999, 
mt0000633351, 1.902933898305085, 1.649638983050847, 1.464406779661017, 
mt0000638424, 2.0525130841121504, 1.7199925233644862, 1.6373831775700929, 
mt0000638634, 2.0136993865030672, 1.8345674846625752, 1.5496932515337423, 
mt0000643201, 1.881690797546012, 1.6089073619631904, 1.4625766871165642, 
mt0000651523, 2.0232975609756103, 1.7935115853658532, 1.8268292682926823, 
mt0000652082, 1.916054929577465, 1.6624288732394377, 1.459154929577465, 
mt0000654678, 1.9233379487179483, 1.7386492307692305, 1.704615384615384, 
mt0000666429, 1.9436504065040647, 1.7727239837398368, 1.6032520325203232, 
mt0000667625, 2.1124875000000003, 1.827950000000001, 1.5479166666666666, 
mt0000670865, 1.9529706896551742, 1.7063649425287357, 1.6873563218390792, 
mt0000685324, 1.96911530612245, 1.660289795918368, 1.4938775510204079, 
mt0000685538, 1.8775476190476188, 1.6836916666666664, 1.5738095238095238, 
mt0000688115, 1.8113723404255322, 1.757552127659575, 1.43404255319149, 
mt0000688312, 1.8428636363636364, 1.6783757575757574, 1.9757575757575752, 
mt0000689110, 1.9348989690721647, 1.6835329896907218, 1.6804123711340204, 
mt0000690637, 1.9588071713147421, 1.5894756972111537, 1.658964143426295, 
mt0000692956, 1.8307098765432097, 1.6533469135802468, 1.6839506172839502, 
mt0000704913, 2.0340458064516143, 1.7657683870967744, 1.5883870967741924, 
mt0000707663, 2.0039839694656494, 1.7399091603053436, 1.7068702290076332, 
mt0000712071, 1.8975925925925936, 1.7142985185185189, 1.511111111111111, 
mt0000714708, 1.9817822368421059, 1.7574302631578946, 1.5618421052631561, 
mt0000720686, 1.9703967032967038, 1.6778252747252749, 1.4835164835164838, 
mt0000721873, 2.1099301675977653, 1.749483798882681, 1.61899441340782, 
mt0000728975, 1.8801713043478254, 1.640717391304348, 1.596521739130435, 
mt0000734482, 1.95529, 1.7458879999999999, 1.5439999999999998, 
mt0000737846, 1.9684032727272742, 1.7142618181818168, 1.342545454545451, 
mt0000744293, 1.8783415841584157, 1.639893069306931, 1.7168316831683172, 
mt0000747666, 1.8577050387596905, 1.677677131782945, 1.4162790697674412, 
mt0000753074, 1.9481614379084977, 1.586769281045753, 1.9071895424836591, 
mt0000764914, 1.9906195876288666, 1.7167979381443308, 1.6762886597938138, 
mt0000766316, 2.0251348314606754, 1.679273595505619, 1.641573033707863, 
mt0000775053, 1.9268703703703705, 1.7457697530864205, 1.4765432098765428, 
mt0000776108, 1.8308015748031505, 1.69264094488189, 1.500787401574803, 
mt0000783307, 1.8883703296703307, 1.6719512820512812, 1.6446886446886444, 
mt0000787002, 1.8550082352941177, 1.7070299999999992, 1.752941176470588, 
mt0000789330, 1.8174326530612244, 1.7081836734693876, 1.6448979591836739, 
mt0000814289, 1.823816129032258, 1.5995919354838706, 1.590322580645162, 
mt0000824154, 1.9446948051948048, 1.8130870129870122, 1.6727272727272722, 
mt0000832464, 1.8726083756345193, 1.7385210659898498, 1.4888324873096437, 
mt0000842929, 2.104893333333333, 1.677045333333333, 1.687999999999999, 
mt0000844574, 1.9935347222222224, 1.7533995370370365, 1.559259259259258, 
mt0000847731, 1.8213985611510806, 1.6642517985611522, 1.705035971223021, 
mt0000850050, 1.9558022988505757, 1.7586591954022983, 1.5298850574712632, 
mt0000851865, 1.8540315068493152, 1.5745705479452052, 1.5958904109589036, 
mt0000853072, 1.8197845070422536, 1.6158084507042256, 1.4845070422535211, 
mt0000853209, 1.898250583657588, 1.6590649805447453, 1.6591439688715954, 
mt0000857760, 1.7217553846153852, 1.6625423076923076, 1.576923076923076, 
mt0000863232, 1.8341559523809523, 1.7012107142857151, 1.5952380952380953, 
mt0000871290, 1.9027732484076427, 1.7788267515923568, 1.5350318471337576, 
mt0000874328, 2.0828746153846183, 1.736019230769231, 1.5276923076923061, 
mt0000874482, 1.880193377483444, 1.6779860927152312, 1.6357615894039736, 
mt0000875199, 1.852378813559322, 1.7227101694915257, 1.7457627118644072, 
mt0000875520, 1.9465028368794324, 1.6085219858156028, 1.516312056737588, 
mt0000878275, 1.9085812499999992, 1.60629921875, 1.5640625, 
mt0000885988, 1.9596609929078028, 1.6953829787234058, 1.7106382978723393, 
mt0000886390, 1.9721686131386864, 1.7559153284671527, 1.5459854014598529, 
mt0000889229, 1.7654259615384627, 1.6887096153846153, 1.4923076923076921, 
mt0000895905, 1.9148847999999996, 1.669731200000001, 1.6608000000000003, 
mt0000903225, 1.8835275510204077, 1.632880612244898, 1.6938775510204083, 
mt0000905319, 1.8818546511627912, 1.6628569767441856, 1.5220930232558136, 
mt0000927561, 1.9823612903225807, 1.8276483870967737, 1.7999999999999998, 
mt0000931402, 1.8746796610169487, 1.7189118644067796, 1.7389830508474577, 
mt0000948111, 1.9742473214285723, 1.7338723214285714, 1.7571428571428567, 
mt0000950090, 1.871200000000001, 1.6742833333333336, 1.551111111111111, 
mt0000951610, 1.78639625, 1.63249375, 1.6299999999999997, 
mt0000951841, 1.8775589403973512, 1.6081536423841072, 1.5298013245033106, 
mt0000968326, 1.9042566964285716, 1.6293915178571432, 1.510714285714284, 
mt0000971800, 1.9539000000000009, 1.726330625, 1.6574999999999989, 
mt0000983092, 1.9318889534883723, 1.6640186046511631, 1.7104651162790694, 
mt0000984314, 2.0024647435897442, 1.7700782051282056, 1.588461538461537, 
mt0001020011, 2.0825600000000004, 1.734822222222222, 1.8355555555555558, 
mt0001030436, 1.9234326530612245, 1.773165306122449, 1.6408163265306124, 
mt0001032211, 1.921916304347827, 1.856351086956523, 2.0260869565217385, 
mt0001043721, 1.8490478947368418, 1.6751994736842104, 1.5473684210526313, 
mt0001062700, 1.808017283950617, 1.7062975308641977, 1.5086419753086433, 
mt0001073553, 1.870207386363636, 1.657202840909091, 1.4943181818181808, 
mt0001096019, 1.951038135593221, 1.6178042372881367, 1.4389830508474575, 
mt0001101467, 1.803075862068966, 1.6623103448275847, 1.6275862068965516, 
mt0001102610, 1.8968505263157895, 1.7369236842105258, 1.6547368421052615, 
mt0001104467, 1.8891573863636382, 1.6874153409090915, 1.56590909090909, 
mt0001106114, 1.9214211640211627, 1.6377645502645504, 1.405291005291005, 
mt0001117815, 1.99598064516129, 1.807274731182793, 1.6354838709677424, 
mt0001126926, 1.9122019230769232, 1.5360173076923072, 1.3846153846153848, 
mt0001137053, 1.939661702127659, 1.6614000000000002, 1.7021276595744683, 
mt0001141875, NaN, NaN, NaN, 
mt0001152664, 1.6528733333333336, 1.6267200000000002, 1.431111111111111, 
mt0001153847, 1.8297982558139523, 1.7770162790697688, 1.8348837209302333, 
mt0001157069, 1.9089525000000005, 1.6700481249999997, 1.7824999999999995, 
mt0001193202, 1.8349113636363645, 1.6902090909090914, 1.8204545454545453, 
mt0001194164, 1.9475234375000006, 1.68728046875, 1.482812499999999, 
mt0001202986, 2.008619375, 1.78556875, 1.4812499999999997, 
mt0001232924, 1.8356369230769227, 1.7277876923076927, 1.8553846153846156, 
mt0001236337, 1.9144664429530196, 1.728193288590605, 1.573154362416107, 
mt0001243097, 1.9262827225130885, 1.6862628272251305, 1.669109947643978, 
mt0001265984, 1.8729906542056076, 1.7562663551401867, 1.753271028037383, 
mt0001266436, 1.8624397435897435, 1.7346653846153843, 1.415384615384616, 
mt0001277283, 1.7884177570093458, 1.7134121495327108, 1.6168224299065415, 
mt0001297031, 1.9688869158878513, 1.65971121495327, 1.7046728971962612, 
mt0001298241, 1.8298212598425212, 1.800084645669291, 1.709448818897638, 
mt0001305550, 2.0023172413793104, 1.7127103448275856, 1.5999999999999999, 
mt0001321861, 1.8601820388349526, 1.7118963592233005, 1.5538834951456317, 
mt0001333821, 2.0102599999999997, 1.831039047619048, 1.8152380952380935, 
mt0001353828, 1.822433904761908, 1.6321921904761887, 1.667809523809526, 
mt0001356476, 1.9119652582159636, 1.6494666666666655, 1.616901408450703, 
mt0001356637, 2.0566358108108105, 1.7763378378378385, 1.6702702702702692, 
mt0001361436, 1.890722535211267, 1.741102816901409, 1.6929577464788734, 
mt0001369981, 1.9403350515463922, 1.6552989690721651, 1.556701030927835, 
mt0001372070, 1.9287448275862067, 1.6488586206896552, 1.5586206896551722, 
mt0001374103, 2.0086910447761204, 1.777410447761194, 1.528358208955224, 
mt0001383277, 1.909367514124296, 1.6858265536723145, 1.744632768361583, 
mt0001385947, 1.8529746031746026, 1.7750738095238086, 1.7071428571428566, 
mt0001393272, 1.8918282828282844, 1.7224333333333337, 1.6989898989898988, 
mt0001395462, 1.9063616279069784, 1.7049994186046513, 1.5616279069767436, 
mt0001397431, 1.7501693548387094, 1.6680661290322565, 1.6508064516129035, 
mt0001453285, 1.7633375, 1.78549, 1.72, 
mt0001469090, 1.8503419540229888, 1.8076068965517247, 1.736781609195401, 
mt0001473158, 1.8029115537848601, 1.671037051792827, 1.5498007968127483, 
mt0001481574, 2.0103747440273043, 1.8177378839590441, 1.6375426621160407, 
mt0001497786, 1.9833796791443863, 1.7176652406417106, 1.8823529411764703, 
mt0001509615, 1.7786015873015868, 1.5361746031746033, 1.8444444444444443, 
mt0001513785, 1.9269661971830985, 1.7176478873239438, 1.5422535211267598, 
mt0001518335, 1.9226398373983744, 1.727640650406505, 1.4585365853658534, 
mt0001522985, NaN, NaN, NaN, 
mt0001531856, 2.066362666666667, 1.75644, 1.6640000000000004, 
mt0001531906, 1.8625896551724148, 1.5607344827586207, 1.4620689655172407, 
mt0001535201, 1.9118420168067234, 1.677931092436973, 1.6344537815126046, 
mt0001566152, 1.8832958333333327, 1.7024250000000007, 1.8541666666666667, 
mt0001578777, 1.819567391304348, 1.7733847826086968, 1.8956521739130436, 
mt0001590201, 1.8304338983050847, 1.622429943502825, 1.4316384180790944, 
mt0001590894, 1.8651921874999997, 1.6478208333333324, 1.5916666666666666, 
mt0001595082, 1.8479832061068706, 1.7079175572519092, 1.7465648854961833, 
mt0001598710, 1.931355897435897, 1.7041415384615386, 1.6861538461538446, 
mt0001601720, 1.8778397394136817, 1.693130618892508, 1.4918566775244293, 
mt0001608358, 1.9812365853658533, 1.6268585365853663, 1.6504065040650402, 
mt0001608499, 1.7982811764705884, 1.70762, 1.8729411764705877, 
mt0001609043, 1.836714122137404, 1.6926912213740446, 1.576335877862594, 
mt0001610102, 1.9160580204778168, 1.7209232081911257, 1.6805460750853238, 
mt0001612417, 1.9331137614678882, 1.7098440366972465, 1.6440366972477045, 
mt0001634305, 1.8874294642857146, 1.6790999999999985, 1.6749999999999996, 
mt0001638394, 1.9186549295774653, 1.6152859154929575, 1.656338028169014, 
mt0001641165, 1.8301272727272726, 1.7071936758893276, 1.5968379446640306, 
mt0001646256, 1.924463157894737, 1.708836842105263, 1.7719298245614037, 
mt0001653728, 1.9396102564102566, 1.539510256410257, 1.512820512820512, 
mt0001658982, 1.8405031250000006, 1.5803760416666668, 1.5333333333333332, 
mt0001664577, 1.896349164677805, 1.6985837708830538, 1.6205250596658727, 
mt0001691074, 1.8141500000000004, 1.560001941747573, 1.4572815533980568, 
mt0001698737, 1.921466363636365, 1.6837572727272734, 1.5781818181818177, 
mt0001710592, 1.8916763285024156, 1.6922043478260849, 1.6521739130434783, 
mt0001722508, 1.9670096969696977, 1.6260775757575756, 1.5866666666666664, 
mt0001723180, 2.0536857142857143, 1.7082011904761905, 1.8976190476190478, 
mt0001727301, 2.0299741935483873, 1.6656670967741936, 1.5135483870967739, 
mt0001753032, 1.833766666666667, 1.6995154471544713, 1.593495934959349, 
mt0001779167, 1.995627049180328, 1.7487549180327862, 1.4672131147540979, 
mt0001802833, 2.1352975609756095, 1.9670195121951224, 1.5951219512195123, 
mt0001831803, 2.0376263888888877, 1.7343128472222202, 1.566666666666666, 
mt0001832838, 1.9392007352941174, 1.6414382352941184, 1.5132352941176468, 
mt0001839466, 1.9339449999999998, 1.6730850000000004, 1.4533333333333338, 
mt0001863823, 1.9032361445783135, 1.668886746987952, 1.4674698795180725, 
mt0001866808, 1.9596447368421066, 1.6586684210526323, 1.6175438596491223, 
mt0001879903, 1.9072511450381695, 1.7599870229007637, 1.932824427480914, 
mt0001891260, 1.887071653543307, 1.77941968503937, 1.7574803149606297, 
mt0001912537, 1.982001538461538, 1.736623076923077, 1.572307692307693, 
mt0001921677, 2.0626836363636363, 1.7647151515151516, 1.5090909090909095, 
mt0001927015, 1.7789989898989902, 1.7704969696969701, 1.5858585858585859, 
mt0001943830, 1.8693977777777777, 1.830523333333334, 1.5866666666666671, 
mt0001967655, 1.800952816901409, 1.7644246478873251, 1.7859154929577452, 
mt0001972829, 1.8539402877697837, 1.641702877697841, 1.684892086330935, 
mt0001992879, 1.7987175, 1.7500558333333334, 1.8066666666666658, 
mt0002014752, 1.9327354430379744, 1.734644303797469, 1.6278481012658224, 
mt0002024741, 1.9259437499999996, 1.7000778409090906, 1.6295454545454542, 
mt0002034238, 1.8575075313807532, 1.7688313807531388, 1.5020920502092034, 
mt0002040583, 2.049047368421054, 1.8324782894736846, 1.7565789473684195, 
mt0002060109, 1.9189147727272735, 1.7023772727272728, 1.868181818181818, 
mt0002067509, 1.8990271084337362, 1.6745795180722904, 1.7253012048192766, 
mt0002070314, 1.8570262068965528, 1.6932062068965497, 1.5733333333333333, 
mt0002164399, 1.845488235294118, 1.6855932773109243, 1.4941176470588233, 
mt0002177145, 1.9579773684210522, 1.6629021052631574, 1.6821052631578928, 
mt0002179342, 1.9058623376623376, 1.8056974025974024, 1.5792207792207795, 
mt0002219182, 1.9583568345323756, 1.669684892086331, 1.4964028776978409, 
mt0002225477, 1.8623957720588211, 1.668799448529412, 1.6113970588235331, 
mt0002230856, 1.9512895027624304, 1.7029464088397783, 1.7038674033149166, 
mt0002238737, 1.8589316666666662, 1.7410250000000005, 1.6533333333333338, 
mt0002239079, 1.8277788519637455, 1.6888477341389712, 1.630815709969788, 
mt0002240771, 1.9350611570247942, 1.771610743801653, 1.7768595041322301, 
mt0002260787, 1.7312500000000002, 1.7152522727272723, 1.713636363636364, 
mt0002272314, 1.8205726829268292, 1.7428780487804865, 1.5882926829268285, 
mt0002325544, 1.8778528301886792, 1.7193849056603772, 1.6905660377358496, 
mt0002337555, 1.868525641025641, 1.5874948717948716, 1.6153846153846152, 
mt0002343160, 1.8685749999999992, 1.6795181034482756, 1.7439655172413784, 
mt0002343207, 1.973379213483146, 1.7481471910112358, 1.6775280898876404, 
mt0002355518, 1.844735265700482, 1.7081019323671491, 1.5227053140096611, 
mt0002358457, 2.0448840707964613, 1.7217088495575223, 1.5026548672566373, 
mt0002359628, 1.9351825910931195, 1.7127315789473667, 1.8097165991902837, 
mt0002360219, 2.1595965811965794, 1.5742327635327644, 1.5566951566951541, 
mt0002371970, 1.9566999999999999, 1.7784125000000002, 1.375, 
mt0002374117, 1.9229339805825236, 1.6413669902912627, 1.5650485436893204, 
mt0002390941, 1.7589886010362694, 1.618200518134714, 1.6715025906735752, 
mt0002541017, 1.9493781250000008, 1.75017375, 1.4774999999999987, 
mt0002549047, 1.905868085106383, 1.775244680851065, 1.6936170212765953, 
mt0002619035, 2.054747872340426, 1.7956404255319154, 1.7659574468085109, 
mt0002626515, 1.9086301136363637, 1.6111454545454555, 1.642045454545454, 
mt0002655864, 1.7332124203821642, 1.7517891719745229, 1.708280254777067, 
mt0002657923, 1.7661384615384617, 1.615919230769231, 1.6538461538461537, 
mt0002662293, 1.6808709090909082, 1.5601309090909095, 1.51090909090909, 
mt0002672499, 1.8239535947712402, 1.8014692810457527, 1.6379084967320268, 
mt0002675791, 1.9079105263157892, 1.6685298245614038, 1.5789473684210527, 
mt0002714093, 1.8446657718120814, 1.6194053691275172, 1.820134228187919, 
mt0002737189, 1.7774800000000006, 1.7627494736842113, 1.5347368421052636, 
mt0002749253, 1.788066666666667, 1.7097099290780147, 1.608510638297871, 
mt0002784741, 1.820041818181818, 1.765803636363636, 1.9163636363636354, 
mt0002786674, 1.8864043478260881, 1.671656038647341, 1.5671497584541039, 
mt0002803746, 1.9308754966887418, 1.6622132450331129, 1.654304635761589, 
mt0002810052, 1.9228071428571443, 1.7152357142857155, 1.7485714285714273, 
mt0002842988, 1.8722849462365598, 1.7308956989247324, 1.6752688172043009, 
mt0002872113, 1.9730888888888891, 1.7097000000000002, 1.6984126984126986, 
mt0002903697, 1.9031095588235298, 1.6547235294117646, 1.6397058823529405, 
mt0002939380, 1.8743793522267196, 1.760277732793522, 1.7740890688259117, 
mt0002949712, 1.5830366972477052, 1.773888990825687, 1.4807339449541301, 
mt0002951965, 1.8227657342657348, 1.7053104895104896, 1.5524475524475518, 
mt0002962258, 1.8781112107623321, 1.7337390134529147, 1.60269058295964, 
mt0003025373, 2.0700306122448997, 1.6914489795918373, 1.318367346938776, 
mt0003038205, 1.8813099236641229, 1.6132977099236638, 1.8564885496183192, 
mt0003041246, 1.8415110091743123, 1.741897247706423, 1.5321100917431183, 
mt0003059710, 1.8521743749999993, 1.7244987500000004, 1.5474999999999997, 
mt0003067607, 1.9928429752066121, 1.569878512396695, 1.8148760330578504, 
mt0003085925, 1.9533454545454547, 1.7255793939393949, 1.5696969696969694, 
mt0003087857, 1.8625261016949137, 1.6725603389830508, 1.6094915254237274, 
mt0003108238, 1.5779306122448977, 1.6420061224489797, 1.7877551020408173, 
mt0003114479, 1.9791944444444454, 1.7710011111111124, 1.8688888888888884, 
mt0003117846, 1.8919985611510794, 1.6951330935251803, 1.5438848920863295, 
mt0003131435, 1.8868203773584904, 1.8004815094339617, 1.4890566037735842, 
mt0003146944, 2.0427416666666662, 1.6594250000000004, 1.636111111111111, 
mt0003163405, 2.149918181818182, 1.6614878787878788, 1.678787878787879, 
mt0003175531, 2.047484403669725, 1.7564587155963303, 1.493577981651376, 
mt0003216840, 2.072861756373939, 1.7658736543909332, 1.8317280453257816, 
mt0003217326, 1.8202259999999997, 1.721359199999998, 1.6527999999999985, 
mt0003247218, 1.9644663265306124, 1.79976224489796, 1.4346938775510207, 
mt0003253576, 1.9171275700934582, 1.7494369158878493, 1.5420560747663543, 
mt0003272904, 1.8225114754098362, 1.765630327868853, 1.4967213114754094, 
mt0003287170, 1.9722435897435902, 1.6011820512820516, 1.6051282051282052, 
mt0003309945, 1.7999038834951462, 1.6266398058252425, 1.5961165048543686, 
mt0003343422, 1.8930515463917523, 1.6927567010309286, 1.595876288659793, 
mt0003353794, 1.9378424050632912, 1.745551265822784, 1.6772151898734167, 
mt0003354468, 1.9572520547945198, 1.6140520547945207, 1.597260273972603, 
