entry, positiv, negativ, pstv, affil, ngtv, hostile, strong, power, weak, submit, active, passive, pleasur, pain, feel, arousal, emot, virtue, vice, ovrst, undrst, academ, doctrin, econ@, exch, econ, exprsv, legal, milit, polit@, polit, relig, role, coll, work, ritual, socrel, race, kin@, male, female, nonadlt, hu, ani, place, social, region, route, aquatic, land, sky, object, tool, food, vehicle, bldgpt, comnobj, natobj, bodypt, comform, com, say, need, goal, try, means, persist, complet, fail, natrpro, begin, vary, increas, decreas, finish, stay, rise, exert, fetch, travel, fall, think, know, causal, ought, perceiv, compare, eval@, eval, solve, abs@, abs, quality, quan, numb, ord, card, freq, dist, time@, time, space, pos, dim, rel, color, self, our, you, name, yes, no, negate, intrj, iav, dav, sv, ipadj, indadj, powgain, powloss, powends, powaren, powcon, powcoop, powaupt, powpt, powdoct, powauth, powoth, powtot, rcethic, rcrelig, rcgain, rcloss, rcends, rctot, rspgain, rsploss, rspoth, rsptot, affgain, affloss, affpt, affoth, afftot, wltpt, wlttran, wltoth, wlttot, wlbgain, wlbloss, wlbphys, wlbpsyc, wlbpt, wlbtot, enlgain, enlloss, enlends, enlpt, enloth, enltot, sklasth, sklpt, skloth, skltot, trngain, trnloss, tranlw, meanslw, endslw, arenalw, ptlw, nation, anomie, negaff, posaff, surelw, if, notlw, timespc, formlw, 
mt0000045773, 50, 8, 50, 55, 8, 1, 25, 4, 4, 1, 24, 45, 24, 2, 0, 5, 28, 12, 6, 31, 11, 1, 0, 1, 0, 0, 0, 4, 0, 1, 1, 1, 5, 0, 7, 1, 26, 0, 0, 1, 2, 3, 5, 0, 1, 1, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 2, 1, 2, 3, 1, 1, 0, 0, 0, 3, 0, 0, 0, 4, 0, 1, 3, 0, 0, 2, 0, 2, 1, 6, 0, 0, 0, 0, 0, 5, 0, 0, 1, 5, 1, 3, 4, 21, 0, 0, 0, 0, 0, 18, 2, 36, 3, 3, 6, 0, 3, 0, 11, 0, 2, 0, 0, 2, 29, 13, 19, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 3, 1, 1, 0, 0, 5, 0, 0, 3, 3, 33, 0, 0, 17, 50, 0, 0, 1, 1, 0, 5, 2, 1, 0, 8, 5, 0, 0, 1, 2, 8, 0, 1, 1, 2, 2, 0, 2, 0, 4, 0, 1, 0, 1, 2, 1, 29, 0, 0, 29, 1, 
mt0000048600, 25, 15, 25, 16, 15, 8, 14, 11, 21, 2, 60, 27, 0, 3, 0, 12, 7, 11, 15, 11, 11, 0, 1, 5, 3, 3, 8, 0, 6, 4, 5, 0, 5, 2, 8, 8, 15, 0, 2, 1, 1, 0, 7, 0, 14, 10, 2, 2, 0, 0, 0, 18, 4, 1, 1, 0, 1, 11, 4, 20, 13, 0, 0, 0, 3, 6, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 1, 2, 1, 9, 0, 0, 2, 2, 0, 8, 0, 0, 7, 10, 0, 1, 6, 15, 0, 0, 0, 2, 1, 25, 0, 13, 0, 0, 7, 11, 14, 0, 0, 0, 2, 0, 0, 3, 53, 20, 8, 0, 0, 0, 2, 0, 0, 6, 9, 2, 0, 0, 0, 1, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 6, 10, 0, 0, 7, 7, 0, 5, 3, 3, 0, 11, 1, 0, 0, 0, 11, 12, 3, 0, 12, 15, 1, 1, 15, 1, 0, 0, 0, 0, 0, 2, 6, 14, 6, 0, 31, 8, 
mt0000052463, 75, 54, 74, 68, 50, 37, 171, 39, 43, 9, 247, 62, 4, 5, 0, 26, 12, 31, 13, 77, 34, 3, 2, 10, 0, 7, 2, 9, 0, 4, 2, 2, 5, 3, 12, 2, 93, 0, 0, 2, 0, 1, 8, 2, 29, 9, 5, 9, 0, 1, 5, 6, 2, 1, 0, 0, 2, 1, 3, 17, 4, 0, 12, 11, 27, 39, 15, 16, 17, 34, 6, 22, 3, 0, 8, 4, 0, 5, 15, 35, 0, 0, 12, 53, 4, 10, 0, 0, 11, 20, 25, 30, 18, 58, 4, 1, 3, 3, 2, 53, 3, 77, 7, 22, 19, 0, 23, 10, 45, 0, 5, 1, 9, 34, 233, 75, 49, 0, 3, 14, 7, 2, 0, 10, 6, 1, 1, 0, 0, 21, 62, 15, 2, 3, 0, 1, 21, 2, 6, 10, 18, 7, 0, 1, 2, 10, 0, 0, 6, 6, 1, 5, 15, 2, 0, 23, 10, 0, 3, 0, 21, 34, 0, 0, 3, 3, 27, 6, 46, 1, 27, 0, 1, 0, 0, 10, 8, 31, 9, 9, 75, 9, 
mt0000053935, 80, 5, 80, 40, 5, 6, 24, 7, 6, 1, 11, 25, 6, 0, 0, 3, 9, 53, 3, 13, 5, 0, 0, 6, 0, 0, 0, 2, 0, 0, 0, 1, 12, 0, 7, 0, 13, 0, 0, 0, 0, 6, 12, 0, 1, 1, 0, 0, 0, 0, 0, 12, 1, 11, 0, 0, 0, 0, 0, 18, 6, 0, 12, 0, 1, 15, 0, 0, 0, 2, 0, 0, 0, 0, 8, 6, 0, 0, 0, 0, 0, 0, 1, 8, 0, 0, 1, 0, 34, 2, 0, 1, 9, 8, 0, 0, 0, 1, 0, 4, 1, 8, 0, 0, 2, 0, 19, 0, 42, 0, 0, 0, 1, 7, 33, 20, 42, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 3, 1, 0, 0, 1, 8, 0, 0, 11, 19, 0, 0, 0, 0, 0, 0, 4, 0, 12, 16, 1, 0, 0, 0, 1, 2, 0, 0, 1, 1, 6, 1, 18, 0, 6, 0, 2, 0, 0, 3, 20, 6, 1, 0, 7, 6, 
mt0000054766, 51, 32, 50, 65, 32, 16, 48, 22, 29, 3, 79, 69, 25, 1, 0, 1, 26, 8, 0, 31, 30, 0, 0, 5, 2, 5, 1, 6, 0, 0, 3, 0, 2, 1, 9, 2, 61, 1, 0, 0, 1, 1, 3, 0, 4, 1, 0, 2, 0, 1, 0, 4, 2, 0, 0, 0, 1, 1, 1, 9, 7, 2, 18, 0, 1, 8, 0, 7, 11, 8, 4, 3, 0, 1, 0, 0, 1, 4, 3, 12, 3, 0, 13, 9, 0, 7, 2, 0, 0, 18, 5, 12, 1, 31, 1, 0, 1, 11, 0, 46, 7, 18, 0, 2, 0, 1, 11, 11, 21, 0, 6, 2, 11, 17, 109, 30, 30, 0, 0, 3, 2, 0, 0, 2, 0, 0, 1, 0, 0, 3, 11, 4, 0, 2, 0, 0, 6, 1, 2, 0, 3, 33, 3, 0, 17, 53, 0, 0, 4, 4, 1, 2, 0, 0, 0, 3, 9, 0, 4, 0, 11, 24, 0, 0, 4, 4, 7, 8, 12, 0, 20, 0, 4, 0, 0, 0, 0, 30, 5, 13, 30, 6, 
mt0000059269, 43, 20, 43, 37, 20, 7, 44, 15, 4, 3, 36, 38, 8, 6, 0, 4, 7, 10, 12, 22, 7, 0, 0, 2, 0, 6, 2, 3, 0, 2, 2, 0, 0, 2, 8, 0, 21, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 0, 0, 0, 1, 6, 2, 20, 4, 0, 0, 0, 0, 0, 0, 3, 2, 8, 0, 6, 0, 0, 4, 5, 9, 3, 2, 5, 0, 0, 4, 1, 0, 0, 0, 0, 5, 5, 0, 10, 2, 14, 0, 0, 0, 10, 0, 23, 10, 3, 0, 2, 0, 2, 5, 0, 10, 2, 0, 0, 0, 6, 48, 22, 15, 0, 0, 4, 9, 0, 0, 2, 0, 0, 0, 0, 2, 10, 27, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 12, 0, 0, 7, 19, 0, 0, 2, 2, 0, 8, 6, 10, 2, 26, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 2, 0, 8, 0, 0, 0, 0, 2, 0, 6, 8, 17, 0, 0, 38, 10, 
mt0000063684, 23, 12, 23, 6, 12, 14, 38, 2, 2, 1, 52, 6, 0, 0, 0, 2, 0, 16, 1, 21, 8, 4, 0, 3, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 11, 0, 0, 2, 0, 0, 0, 4, 10, 5, 3, 0, 0, 1, 1, 16, 13, 0, 0, 1, 1, 1, 0, 5, 3, 0, 0, 0, 3, 6, 1, 7, 1, 4, 0, 16, 0, 0, 2, 0, 10, 4, 5, 23, 1, 0, 8, 1, 2, 1, 0, 0, 13, 1, 0, 7, 3, 11, 0, 0, 0, 0, 0, 14, 6, 27, 12, 12, 3, 0, 10, 5, 10, 0, 0, 1, 5, 3, 68, 13, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 1, 0, 0, 1, 2, 0, 1, 2, 3, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 4, 1, 11, 0, 1, 0, 0, 0, 0, 1, 1, 9, 1, 6, 15, 1, 
mt0000067251, 20, 36, 20, 14, 31, 24, 39, 7, 8, 6, 70, 33, 2, 6, 0, 5, 5, 9, 9, 18, 8, 0, 1, 5, 1, 4, 2, 4, 0, 3, 1, 0, 6, 0, 7, 3, 31, 0, 4, 1, 5, 0, 6, 0, 5, 0, 0, 5, 0, 0, 0, 17, 12, 0, 0, 0, 3, 2, 2, 13, 2, 1, 1, 1, 6, 13, 6, 5, 2, 9, 1, 7, 0, 0, 3, 0, 2, 11, 3, 7, 0, 0, 2, 11, 3, 8, 0, 0, 4, 7, 6, 6, 15, 12, 2, 0, 2, 0, 0, 12, 0, 29, 0, 3, 3, 0, 22, 0, 26, 0, 0, 1, 0, 5, 70, 26, 31, 2, 0, 2, 5, 0, 0, 7, 1, 0, 0, 0, 0, 10, 25, 9, 0, 4, 0, 0, 13, 0, 1, 4, 5, 0, 0, 5, 0, 5, 0, 0, 7, 7, 4, 1, 3, 0, 0, 8, 7, 0, 0, 0, 7, 14, 0, 0, 1, 1, 6, 1, 11, 2, 2, 0, 4, 0, 0, 3, 4, 7, 7, 0, 12, 3, 
mt0000079102, 47, 8, 47, 74, 8, 1, 18, 0, 30, 0, 12, 81, 27, 0, 0, 6, 29, 8, 0, 18, 5, 0, 0, 4, 0, 3, 1, 0, 1, 0, 0, 0, 5, 0, 3, 0, 38, 0, 0, 2, 0, 0, 5, 0, 7, 1, 0, 0, 0, 5, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 1, 0, 0, 1, 7, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 15, 0, 0, 2, 0, 1, 0, 4, 2, 2, 0, 5, 0, 5, 0, 0, 0, 1, 0, 5, 5, 6, 0, 0, 4, 0, 14, 0, 20, 0, 0, 0, 2, 0, 34, 11, 24, 0, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 1, 0, 22, 67, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 6, 1, 1, 5, 0, 2, 0, 0, 0, 2, 1, 0, 2, 6, 0, 
mt0000081255, 37, 26, 36, 28, 26, 15, 78, 15, 22, 4, 113, 30, 0, 3, 0, 14, 0, 12, 13, 35, 21, 1, 2, 9, 9, 6, 11, 8, 1, 4, 3, 3, 8, 3, 7, 11, 33, 0, 2, 3, 1, 1, 11, 1, 10, 5, 0, 0, 1, 4, 0, 18, 5, 2, 0, 2, 8, 1, 3, 27, 27, 2, 1, 0, 3, 9, 7, 9, 0, 19, 0, 22, 0, 1, 2, 3, 7, 2, 6, 31, 3, 0, 5, 5, 2, 5, 0, 0, 4, 19, 4, 19, 6, 30, 5, 0, 5, 4, 2, 43, 13, 56, 3, 9, 1, 1, 11, 3, 9, 0, 2, 0, 2, 8, 109, 46, 42, 0, 0, 2, 1, 0, 0, 4, 28, 1, 0, 0, 0, 26, 62, 1, 0, 0, 0, 2, 3, 4, 0, 4, 8, 1, 0, 2, 4, 7, 0, 0, 10, 10, 0, 6, 21, 3, 1, 31, 4, 0, 0, 0, 9, 13, 2, 0, 5, 7, 2, 5, 27, 0, 1, 0, 0, 0, 0, 5, 7, 20, 4, 2, 67, 20, 
mt0000082188, 20, 13, 21, 14, 17, 7, 12, 3, 6, 1, 14, 20, 1, 0, 0, 6, 3, 8, 12, 8, 5, 0, 0, 5, 0, 2, 0, 4, 0, 1, 1, 0, 8, 1, 3, 0, 6, 0, 0, 0, 4, 4, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 12, 0, 0, 0, 1, 0, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 3, 1, 0, 1, 4, 1, 3, 5, 8, 1, 0, 1, 2, 0, 8, 2, 6, 0, 0, 3, 0, 8, 1, 5, 0, 2, 4, 0, 2, 19, 10, 21, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 5, 8, 0, 1, 0, 0, 9, 0, 0, 1, 1, 3, 0, 0, 4, 7, 0, 0, 1, 1, 0, 1, 0, 0, 8, 9, 2, 0, 0, 0, 3, 5, 0, 0, 0, 0, 4, 1, 3, 0, 1, 0, 0, 0, 0, 8, 7, 5, 0, 0, 12, 3, 
mt0000086428, 24, 15, 23, 21, 15, 12, 34, 5, 23, 1, 46, 19, 0, 0, 0, 2, 1, 10, 5, 23, 27, 1, 0, 6, 3, 4, 1, 2, 0, 0, 2, 0, 0, 0, 3, 1, 17, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 0, 0, 1, 13, 8, 2, 1, 0, 2, 0, 0, 4, 4, 1, 4, 1, 5, 2, 1, 2, 0, 8, 3, 11, 1, 0, 5, 2, 3, 1, 4, 6, 0, 0, 6, 10, 2, 1, 3, 0, 5, 8, 2, 4, 11, 34, 0, 0, 0, 6, 0, 30, 2, 15, 3, 6, 3, 0, 3, 19, 0, 0, 0, 1, 0, 6, 53, 17, 15, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4, 4, 0, 1, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2, 5, 7, 0, 2, 4, 0, 0, 6, 1, 0, 2, 0, 12, 15, 0, 0, 0, 0, 1, 1, 8, 0, 5, 1, 0, 0, 0, 3, 3, 10, 4, 0, 15, 2, 
