mt0013430944,Q3
mt0013458428,Q3
mt0013524535,Q2
mt0013602925,Q2
mt0013610638,Q2
mt0013613711,Q2
mt0013658337,Q1
mt0013666337,Q3
mt0013751364,Q2
mt0013752990,Q2
mt0013795989,Q1
mt0013805035,Q1
mt0013868618,Q3
mt0013906090,Q1
mt0013921881,Q2
mt0013924254,Q1
mt0013930651,Q1
mt0014005525,Q1
mt0014097994,Q2
mt0014170517,Q2
mt0014177219,Q2
mt0014581361,Q2
mt0014594482,Q2
mt0014664637,Q1
mt0014693814,Q3
mt0014829611,Q4
mt0014884525,Q2
mt0014948707,Q2
mt0014964772,Q2
mt0014974957,Q2
mt0014980594,Q2
mt0014998906,Q3
mt0015506396,Q4
mt0015511866,Q1
mt0015694671,Q3
mt0015889071,Q2
mt0015940634,Q2
mt0016770768,Q1
mt0016918508,Q1
mt0016971741,Q1
mt0017971951,Q1
mt0018216077,Q2
mt0020034314,Q2
mt0026519497,Q2
mt0026624084,Q2
mt0026625063,Q2
mt0026805049,Q1
mt0026953217,Q3
mt0026971941,Q4
mt0026985012,Q2
mt0026987140,Q2
mt0026999750,Q1
mt0027032503,Q2
mt0027072382,Q1
mt0027142171,Q2
mt0027149420,Q1
mt0027317557,Q2
mt0027535695,Q1
mt0027963341,Q1
mt0028081047,Q2
mt0028241237,Q1
mt0028359933,Q4
mt0028372740,Q1
mt0028444679,Q2
mt0028471202,Q2
mt0028577577,Q2
mt0028577920,Q3
mt0028617797,Q2
mt0028620567,Q2
mt0028703201,Q2
mt0028754256,Q2
mt0028772639,Q2
mt0028782832,Q2
mt0028798040,Q2
mt0028810869,Q2
mt0028813190,Q2
mt0029033727,Q2
mt0029143372,Q4
mt0029174947,Q2
mt0029196396,Q2
mt0029990383,Q4
mt0030597498,Q4
mt0031593348,Q4
mt0032048707,Q4
mt0032682675,Q4
mt0033262547,Q4
mt0033391277,Q4
mt0033733581,Q4
mt0033994043,Q4
mt0034992204,Q4
mt0035119161,Q4
