Id,Gazeteers_AvgValence,Gazeteers_AvgArousal,DAL_ANEW_AvgValence,DAL_ANEW_AvgArousal,DAL_ANEW_AvgDominance,Synesktech_GeneralWeight,Synesktech_Valence,Synesktech_HappinessWeight,Synesktech_SadnessWeight,Synesktech_AngerWeight,Synesktech_FearWeight,Synesktech_DisgustWeight,Synesktech_SurpriseWeight,GI_positiv,GI_negativ,GI_pstv,GI_affil,GI_ngtv,GI_hostile,GI_strong,GI_power,GI_weak,GI_submit,GI_active,GI_passive,GI_pleasur,GI_pain,GI_feel,GI_arousal,GI_emot,GI_virtue,GI_vice,GI_ovrst,GI_undrst,GI_academ,GI_doctrin,GI_econ@,GI_exch,GI_econ,GI_exprsv,GI_legal,GI_milit,GI_polit@,GI_polit,GI_relig,GI_role,GI_coll,GI_work,GI_ritual,GI_socrel,GI_race,GI_kin@,GI_male,GI_female,GI_nonadlt,GI_hu,GI_ani,GI_place,GI_social,GI_region,GI_route,GI_aquatic,GI_land,GI_sky,GI_object,GI_tool,GI_food,GI_vehicle,GI_bldgpt,GI_comnobj,GI_natobj,GI_bodypt,GI_comform,GI_com,GI_say,GI_need,GI_goal,GI_try,GI_means,GI_persist,GI_complet,GI_fail,GI_natrpro,GI_begin,GI_vary,GI_increas,GI_decreas,GI_finish,GI_stay,GI_rise,GI_exert,GI_fetch,GI_travel,GI_fall,GI_think,GI_know,GI_causal,GI_ought,GI_perceiv,GI_compare,GI_eval@,GI_eval,GI_solve,GI_abs@,GI_abs,GI_quality,GI_quan,GI_numb,GI_ord,GI_card,GI_freq,GI_dist,GI_time@,GI_time,GI_space,GI_pos,GI_dim,GI_rel,GI_color,GI_self,GI_our,GI_you,GI_name,GI_yes,GI_no,GI_negate,GI_intrj,GI_iav,GI_dav,GI_sv,GI_ipadj,GI_indadj,GI_powgain,GI_powloss,GI_powends,GI_powaren,GI_powcon,GI_powcoop,GI_powaupt,GI_powpt,GI_powdoct,GI_powauth,GI_powoth,GI_powtot,GI_rcethic,GI_rcrelig,GI_rcgain,GI_rcloss,GI_rcends,GI_rctot,GI_rspgain,GI_rsploss,GI_rspoth,GI_rsptot,GI_affgain,GI_affloss,GI_affpt,GI_affoth,GI_afftot,GI_wltpt,GI_wlttran,GI_wltoth,GI_wlttot,GI_wlbgain,GI_wlbloss,GI_wlbphys,GI_wlbpsyc,GI_wlbpt,GI_wlbtot,GI_enlgain,GI_enlloss,GI_enlends,GI_enlpt,GI_enloth,GI_enltot,GI_sklasth,GI_sklpt,GI_skloth,GI_skltot,GI_trngain,GI_trnloss,GI_tranlw,GI_meanslw,GI_endslw,GI_arenalw,GI_ptlw,GI_nation,GI_anomie,GI_negaff,GI_posaff,GI_surelw,GI_if,GI_notlw,GI_timespc,GI_formlw,Unnamed: 196,Quadrant,Segment,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler
mt0001383277,1.594285714285714,2.291428571428572,1.909367514124296,1.6858265536723145,1.744632768361583,1.0,1,1.0,0.35294117647058826,1.0,0.16666666666666666,1.0,1.0,84,59,86,65,59,33,191,63,25,16,270,35,1,4,0,7,0,58,24,31,20,1,0,53,2,42,8,6,3,2,7,0,4,3,24,3,134,1,1,3,5,0,7,0,18,7,0,10,0,1,0,67,22,3,3,2,29,8,4,32,36,0,11,0,18,29,6,17,9,18,11,17,1,0,2,3,0,5,30,36,1,0,9,10,6,15,2,0,37,18,3,10,4,25,8,3,5,1,0,41,7,52,4,4,14,1,43,1,38,5,9,0,0,32,263,72,13,0,0,17,7,0,0,10,1,2,1,0,0,6,44,5,0,4,0,0,9,1,2,10,13,4,0,2,0,6,0,11,38,49,0,10,5,4,0,19,12,0,2,0,25,39,0,0,6,6,9,4,15,1,2,0,1,1,0,6,39,4,10,0,41,8,,Q2,1.0,47.19,24.72,17.6,10.67,0.19,4.12,0.75,1.87,7.12,4.68,17.98,7.49,3.56,13.3,0.75,3.18,8.8,2.43,0.37,0.56,0.94,1.69,8.99,0.37,0.0,0.37,5.06,2.62,2.43,0.0,1.69,0.19,6.74,1.12,2.06,0.94,0.56,0.0,0.19,1.69,1.12,1.87,1.5,0.37,0.0,2.25,1.5,0.0,0.94,0.19,14.04,2.25,5.81,3.56,0.75,0.37,1.12,0.75,6.55,0.0,0.19,0.75,0.0,0.0
mt0001385947,2.71375,2.35875,1.8529746031746024,1.7750738095238086,1.7071428571428566,1.0,-1,0.8,0.8,0.9,0.9,0.7,0.061538461538461535,43,24,43,40,25,66,66,20,35,8,91,76,1,1,0,23,10,20,20,19,46,0,0,0,0,5,5,16,0,0,4,0,3,1,8,4,32,0,0,1,1,2,4,1,7,0,0,0,0,5,2,11,3,0,0,4,0,4,10,57,37,0,6,5,9,14,2,7,2,6,4,5,0,4,3,3,1,1,15,8,12,0,9,9,2,17,2,0,0,25,3,11,1,86,4,1,3,6,2,40,6,34,1,4,21,1,25,0,26,4,0,31,121,34,136,27,30,0,0,0,4,0,0,1,3,0,0,0,0,11,19,17,0,0,0,0,17,0,0,3,3,10,0,1,1,12,4,0,2,6,0,0,1,0,0,1,5,0,4,0,18,27,1,0,4,5,4,6,7,0,7,0,6,0,0,2,5,5,6,151,44,35,,Q3,1.0,59.29,18.27,14.1,8.97,0.0,5.13,0.0,0.0,4.17,4.49,13.78,6.09,3.21,8.01,0.64,7.37,9.29,6.41,10.26,1.28,1.28,0.0,8.01,0.0,0.32,0.96,4.17,2.56,1.6,1.28,0.0,0.0,19.23,4.49,1.92,2.24,2.24,0.96,1.6,3.21,4.17,7.37,2.24,0.0,5.13,7.37,5.77,0.32,0.96,0.32,16.35,4.49,6.09,5.77,0.32,0.96,1.6,0.0,0.32,0.0,0.64,0.0,0.0,0.64
mt0001393272,,,1.8918282828282844,1.7224333333333337,1.6989898989898988,1.0,1,1.0,0.26666666666666666,0.13333333333333333,0.15,0.15,0.12857142857142856,13,6,13,8,6,2,20,9,1,3,51,31,0,0,0,6,2,4,5,17,12,1,4,0,0,0,3,10,0,0,2,0,1,2,7,11,16,0,0,0,0,0,3,0,1,0,0,0,0,0,1,12,10,0,0,0,2,0,12,55,17,1,0,1,3,4,1,5,1,0,0,11,1,0,1,0,4,4,0,14,0,0,4,0,0,24,2,0,4,8,0,1,1,15,0,0,0,1,1,0,0,23,0,0,4,0,31,0,12,0,0,0,1,2,89,35,4,0,0,2,0,0,0,1,1,1,0,0,0,13,18,2,0,0,0,0,2,3,0,2,5,0,0,0,0,0,0,0,0,0,10,0,1,0,0,11,29,0,1,0,18,48,0,0,5,5,1,2,21,0,3,1,0,0,0,1,2,20,5,1,18,19,,Q3,1.0,60.09,23.47,22.07,16.43,0.0,3.76,0.0,1.88,1.41,6.1,17.37,6.57,0.94,15.96,0.0,1.88,18.78,1.88,5.63,2.82,0.0,0.0,15.96,0.0,0.0,0.47,1.88,1.41,0.47,0.47,0.0,0.0,11.74,2.35,0.0,0.0,0.94,3.76,0.0,4.23,0.47,9.39,0.94,7.04,0.94,7.04,7.04,0.0,0.0,0.0,17.84,5.16,11.27,1.41,0.0,1.41,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mt0001395462,2.21375,1.73625,1.9063616279069784,1.7049994186046509,1.5616279069767436,1.0,1,0.8571428571428571,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.15,23,11,23,12,11,7,25,9,8,4,31,24,3,1,0,2,4,7,5,28,12,1,2,0,0,1,3,2,0,4,3,2,3,2,3,0,17,0,0,0,0,0,5,0,6,3,0,1,1,0,1,6,1,0,4,0,0,1,1,5,3,0,4,0,2,1,3,5,2,5,0,9,0,1,2,4,5,3,2,11,0,0,12,4,2,2,2,1,1,11,4,6,4,23,0,0,0,4,0,22,2,19,3,6,1,0,16,2,2,1,7,2,3,10,62,16,28,0,1,4,1,0,0,0,0,0,0,0,0,4,9,5,2,0,0,0,7,0,0,0,0,0,0,1,2,3,0,0,1,1,2,1,8,0,0,11,2,0,0,0,10,12,0,0,1,1,1,0,3,2,6,0,2,0,0,4,4,7,5,2,25,3,,Q3,1.0,57.27,18.5,12.33,9.69,1.76,0.44,0.0,0.44,6.17,5.29,22.91,14.98,5.29,15.42,0.44,5.73,10.13,7.49,3.52,3.52,0.0,0.0,5.29,0.0,0.44,0.0,8.81,6.61,2.2,0.88,0.0,0.0,17.62,3.08,0.0,1.32,3.96,1.76,0.0,5.73,3.08,2.64,1.76,0.0,0.88,1.76,1.32,0.44,0.0,0.0,16.3,3.96,7.05,5.29,0.44,1.76,3.08,0.88,0.0,1.32,0.44,4.41,0.44,0.0
mt0001397431,1.614545454545455,2.014545454545454,1.7501693548387094,1.6680661290322565,1.6508064516129035,1.0,-1,0.72,1.0,1.0,0.96,0.0,0.0,36,31,35,19,29,15,103,34,31,3,100,65,1,4,0,4,5,21,9,0,27,3,1,0,0,3,0,4,0,2,10,4,0,4,5,0,41,2,2,0,0,0,4,0,15,8,2,2,0,3,0,17,9,0,0,5,0,3,1,26,9,0,4,0,4,2,0,16,0,6,8,4,0,3,1,28,7,5,19,4,12,0,5,0,0,8,0,2,0,0,11,14,2,11,4,0,4,2,0,17,3,23,0,0,1,4,32,8,0,3,3,0,14,10,136,21,4,0,2,2,4,0,1,38,0,0,2,2,0,2,51,0,4,0,0,0,4,2,0,1,3,3,0,0,4,7,3,0,0,3,0,0,15,0,0,15,6,0,0,0,16,22,0,0,0,0,6,3,18,0,0,4,0,0,0,4,22,2,15,14,24,15,,Q2,1.0,59.26,16.98,14.51,9.88,4.63,0.0,0.0,0.0,2.47,7.1,11.73,8.95,1.54,6.17,3.4,4.94,13.89,7.41,5.56,0.0,1.23,1.23,8.33,1.23,0.0,0.0,6.17,0.93,5.25,0.62,3.09,0.0,12.35,0.62,0.0,1.54,1.54,0.62,0.31,5.25,3.4,3.09,1.85,0.0,1.23,2.16,0.93,1.23,0.0,0.0,20.68,5.25,7.1,7.41,0.93,0.62,1.54,1.23,0.0,1.23,0.93,0.93,0.0,0.0
mt0001453285,2.8,2.49,1.7633375,1.7854900000000002,1.72,1.0,1,1.0,0.2,0.1,0.05555555555555555,0.0,0.0,9,4,9,9,4,0,4,0,3,1,6,16,3,1,0,2,3,2,3,3,3,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2,0,2,5,0,4,0,4,0,0,0,0,6,0,2,0,0,0,1,1,4,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,5,0,0,2,7,0,0,1,1,0,2,0,4,0,6,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,1,12,4,,Q3,1.0,68.18,27.27,21.21,13.64,1.52,6.06,0.0,0.0,6.06,6.06,24.24,19.7,1.52,15.15,7.58,6.06,4.55,4.55,7.58,6.06,3.03,0.0,9.09,0.0,0.0,0.0,10.61,1.52,7.58,0.0,0.0,7.58,10.61,1.52,1.52,0.0,0.0,1.52,1.52,1.52,3.03,0.0,0.0,0.0,0.0,4.55,3.03,0.0,1.52,0.0,16.67,3.03,3.03,10.61,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,1.52,0.0
mt0001469090,2.7050000000000005,1.479285714285714,1.8503419540229888,1.807606896551725,1.7367816091954007,1.0,-1,1.0,0.35294117647058826,0.14117647058823532,0.2571428571428571,0.11428571428571427,0.11428571428571427,23,42,23,12,42,5,15,2,8,4,39,46,2,0,0,1,2,12,54,64,1,1,0,3,0,2,0,12,0,1,1,0,9,1,4,0,10,0,0,1,0,0,10,6,1,0,0,0,0,1,0,4,0,2,0,0,1,1,1,13,8,0,0,1,4,3,0,3,1,45,0,1,0,0,0,0,0,0,2,9,2,0,5,3,2,11,0,0,36,11,5,6,0,27,0,0,0,2,0,8,1,6,0,1,1,0,17,1,21,0,1,0,12,2,38,33,9,0,0,0,1,0,0,0,0,0,0,1,0,3,5,14,0,0,0,0,14,1,0,0,1,1,0,8,1,10,0,0,1,1,0,0,42,1,0,43,8,0,0,0,14,22,0,0,1,1,0,0,3,2,1,0,0,0,0,18,0,1,1,12,10,5,,Q1,1.0,54.33,25.2,22.05,16.14,0.39,5.51,0.0,0.0,3.15,2.36,19.29,14.57,0.79,16.14,1.97,11.81,5.51,2.76,6.69,0.39,0.0,0.0,12.2,0.0,3.54,1.18,16.54,4.72,11.81,0.0,0.0,4.72,14.57,1.18,1.97,0.79,0.79,0.39,0.0,2.76,7.48,1.97,1.57,0.0,0.0,6.69,5.12,0.39,0.0,1.18,5.51,0.39,3.54,1.18,0.79,4.72,1.18,0.0,0.79,0.0,0.0,0.79,0.0,0.0
mt0001473158,1.779090909090909,2.3718181818181816,1.8029115537848601,1.671037051792827,1.5498007968127483,1.0,-1,1.0,0.6,1.0,1.0,1.0,0.1125,48,54,53,34,54,56,128,40,20,4,175,48,4,3,0,10,5,22,8,30,16,1,0,8,0,10,5,12,1,5,11,1,6,8,9,3,69,0,0,1,0,0,14,2,6,4,2,0,0,0,0,14,7,1,1,1,2,2,5,16,13,4,8,6,24,17,9,19,9,3,3,8,2,0,2,1,0,5,12,29,4,0,20,28,7,14,2,0,4,13,18,25,9,34,3,2,1,1,1,27,7,38,5,3,2,0,30,7,11,4,19,6,24,33,193,37,17,1,0,10,6,0,0,5,3,2,2,0,0,11,39,15,0,5,0,1,21,0,2,0,2,2,0,0,2,4,0,0,4,4,1,4,3,2,0,10,12,0,5,0,25,42,1,0,2,3,3,8,42,1,9,0,2,0,0,6,1,20,7,30,49,13,,Q2,1.0,48.13,18.46,14.73,8.35,1.54,3.96,0.22,0.66,3.74,8.79,13.19,5.71,0.88,11.21,0.66,3.52,9.67,3.08,2.64,1.76,0.66,1.76,9.89,0.0,0.0,0.88,4.84,1.32,3.52,0.22,2.64,0.22,12.75,1.54,2.42,0.88,1.1,0.44,2.2,3.52,1.32,1.98,0.22,1.1,0.66,1.98,1.98,0.0,0.44,0.0,15.6,2.42,9.45,3.3,0.44,1.32,2.42,0.22,0.22,0.44,0.0,1.1,0.0,0.0
mt0001481574,2.7748275862068965,2.5075862068965518,2.0103747440273043,1.817737883959044,1.6375426621160407,1.0,1,1.0,1.0,0.225,1.0,0.75,0.035,95,23,103,81,22,20,104,29,22,6,220,101,28,1,0,29,33,43,3,75,22,0,0,12,0,0,2,11,0,3,0,2,28,0,15,0,68,0,0,1,0,9,28,0,2,1,0,0,0,0,1,2,0,0,0,2,0,0,3,19,7,0,26,3,17,20,1,6,5,0,4,23,3,1,8,0,4,12,8,91,0,0,9,12,2,10,1,0,9,16,6,7,5,49,2,1,1,0,0,68,1,34,1,3,4,0,51,1,47,0,15,3,14,22,210,36,66,0,1,4,1,0,0,0,0,0,0,0,0,16,21,10,1,5,0,1,17,0,1,3,4,37,1,9,23,70,0,0,0,0,0,0,0,36,18,54,10,0,2,0,22,34,0,0,0,0,7,1,18,0,16,0,0,0,0,2,3,57,2,17,33,11,,Q1,1.0,56.16,28.08,23.89,15.52,0.49,7.88,0.0,0.0,4.19,1.97,26.6,12.81,0.25,23.65,2.71,3.45,9.85,3.94,1.72,3.94,0.25,0.0,15.27,0.0,0.99,2.46,7.14,6.4,0.74,0.0,0.0,0.25,16.5,3.2,0.49,2.96,0.99,3.69,0.0,4.19,1.97,5.17,2.46,0.49,2.22,4.19,0.99,0.0,3.2,0.0,17.49,10.1,4.19,3.2,0.0,0.74,0.0,0.0,0.99,0.49,0.0,2.71,0.0,0.0
mt0001497786,2.6990000000000003,1.9769999999999999,1.9833796791443865,1.7176652406417106,1.8823529411764703,1.0,1,1.0,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.061538461538461535,16,5,16,16,5,5,50,11,21,6,57,23,0,1,0,10,6,4,2,20,29,0,0,3,0,2,3,2,0,0,1,0,4,1,7,2,18,0,0,0,1,1,5,0,46,0,0,1,1,3,41,1,0,0,0,0,0,1,4,13,7,0,6,5,5,6,2,2,3,1,0,5,0,1,4,1,1,2,1,10,38,0,6,14,0,21,1,0,2,14,4,8,6,29,0,0,0,1,1,20,3,43,3,3,4,0,20,5,23,1,0,0,2,3,64,62,21,0,0,3,3,0,0,1,2,0,0,0,1,6,16,3,0,0,0,0,3,0,0,1,1,6,0,0,1,7,0,0,0,0,0,0,0,2,3,5,5,0,2,0,11,18,0,0,2,2,0,1,9,6,12,0,1,0,0,0,3,6,5,2,45,4,,Q3,1.0,49.46,19.49,13.36,7.22,1.81,4.33,0.0,0.0,6.14,5.78,10.11,4.33,0.72,8.3,0.36,5.42,10.47,3.25,1.44,2.17,0.0,0.0,6.86,0.0,0.0,0.36,3.25,2.17,1.44,0.0,0.0,1.44,10.11,0.36,1.08,1.44,0.72,1.44,0.36,3.25,2.17,5.78,5.05,0.0,0.72,2.53,2.17,0.0,0.36,0.0,19.49,2.89,11.55,5.05,0.0,0.36,0.36,0.72,0.0,0.0,0.0,0.0,0.0,0.0
mt0001509615,2.283333333333333,1.8033333333333328,1.7786015873015868,1.5361746031746033,1.8444444444444443,0.50625,-1,0.08000000000000003,0.17777777777777778,0.05,0.125,0.042857142857142864,0.15,0,9,0,0,9,3,4,1,7,0,2,4,0,0,0,0,0,0,2,0,1,0,1,2,0,1,1,0,0,3,5,0,4,1,1,0,1,1,0,5,0,0,5,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,2,1,0,0,0,0,1,2,0,3,3,9,3,1,2,1,0,9,3,10,2,0,1,3,0,0,0,1,0,0,0,0,2,6,0,0,0,0,1,0,0,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3,2,0,0,2,0,0,0,0,1,0,0,13,1,,Q3,1.0,58.14,4.65,4.65,0.0,0.0,0.0,3.49,1.16,0.0,17.44,11.63,8.14,11.63,0.0,0.0,3.49,12.79,10.47,0.0,0.0,3.49,0.0,8.14,0.0,0.0,2.33,3.49,0.0,3.49,0.0,0.0,1.16,6.98,0.0,0.0,0.0,0.0,0.0,0.0,6.98,0.0,4.65,1.16,1.16,2.33,2.33,1.16,1.16,0.0,0.0,19.77,0.0,10.47,9.3,1.16,2.33,3.49,0.0,0.0,0.0,1.16,0.0,0.0,0.0
mt0001518335,2.7916666666666665,2.295,1.9226398373983744,1.727640650406505,1.4585365853658534,1.0,-1,0.2,0.6,1.0,0.225,0.225,0.027027027027027032,33,18,33,18,18,15,29,4,4,1,49,30,0,2,0,6,2,9,9,27,13,0,0,2,0,0,4,5,0,0,2,0,8,0,5,1,16,0,6,0,0,0,8,0,1,0,0,1,0,0,0,3,2,0,0,0,1,0,1,16,9,4,6,0,4,11,4,2,0,1,0,2,0,0,0,3,0,1,3,18,0,0,22,6,5,6,0,0,2,35,5,8,1,9,0,0,0,9,0,30,3,11,0,0,4,0,14,0,35,0,0,0,2,14,59,28,29,0,0,1,2,0,0,2,1,0,0,0,0,4,10,8,0,0,0,0,8,0,0,1,1,3,0,6,3,12,0,0,0,0,0,4,0,4,0,8,15,0,0,0,44,59,1,0,7,8,0,0,5,0,8,0,0,0,0,4,0,2,5,1,16,9,,Q3,1.0,65.06,27.11,22.29,9.64,0.0,12.65,0.0,0.0,4.82,5.42,24.7,13.86,0.0,20.48,4.22,4.22,7.23,9.64,2.41,2.41,0.0,1.2,18.67,0.0,3.01,0.0,5.42,3.61,1.81,0.6,1.2,0.0,27.71,9.64,1.2,4.22,2.41,3.61,0.0,4.82,5.42,5.42,1.2,1.81,1.2,2.41,0.6,0.0,1.81,0.0,10.24,1.81,3.01,4.22,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mt0001522985,2.1028571428571428,2.142857142857143,,,,1.0,1,1.0,1.0,1.0,0.9,0.7,0.05333333333333334,65,38,73,36,36,35,182,56,16,2,143,53,6,7,0,14,10,51,11,97,63,5,4,19,0,19,0,42,3,5,13,5,34,6,18,0,34,0,6,2,30,0,40,0,4,4,0,0,0,0,0,37,12,0,0,0,20,5,2,47,41,1,7,25,3,16,2,4,0,17,3,3,0,0,0,4,0,0,6,20,0,0,39,79,0,33,1,1,19,33,63,82,10,60,3,0,3,15,0,51,11,42,0,0,1,0,52,5,17,0,17,9,38,24,142,40,51,0,2,1,0,0,0,3,0,9,0,5,0,41,59,37,4,16,0,1,58,4,0,0,4,10,8,5,12,35,0,0,15,15,0,4,23,8,0,35,7,0,14,8,54,83,0,0,1,1,1,0,19,0,14,0,19,0,0,17,8,50,30,45,79,36,,Q3,1.0,64.91,28.23,17.7,10.69,1.44,1.44,4.15,0.0,10.53,4.31,22.33,15.47,4.47,15.15,1.75,3.19,8.13,6.22,6.38,0.96,0.48,0.16,13.24,0.32,0.48,0.0,7.5,2.07,5.42,0.0,1.75,3.67,18.98,4.63,4.63,0.48,3.67,0.96,0.0,5.9,0.8,0.32,0.32,0.0,0.0,1.12,0.32,0.32,0.48,0.0,12.44,2.55,5.42,4.47,0.0,0.0,0.0,0.0,1.44,0.96,0.32,0.0,0.0,0.0
mt0001531856,2.806666666666666,2.4333333333333336,2.066362666666667,1.7564400000000002,1.6640000000000004,1.0,-1,1.0,0.26666666666666666,1.0,1.0,1.0,0.0,26,0,26,29,0,1,9,5,8,3,49,20,9,0,0,0,9,7,0,8,29,0,0,12,4,4,0,0,0,0,0,0,12,0,2,0,17,0,0,0,0,6,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,4,12,2,4,0,0,0,3,0,0,0,0,0,0,3,3,0,0,8,3,4,3,0,0,0,8,0,3,1,17,0,0,0,1,0,4,3,2,0,0,0,0,16,0,32,0,0,0,0,4,40,8,11,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,4,4,2,0,0,2,12,0,0,15,27,0,0,4,4,0,0,0,0,12,12,10,0,0,0,14,24,0,0,4,4,4,0,6,0,1,1,0,0,0,0,0,6,0,0,7,0,,Q1,1.0,52.83,38.68,30.19,15.09,0.0,15.09,0.0,0.0,8.49,0.94,27.36,3.77,8.49,15.09,3.77,2.83,3.77,2.83,0.0,2.83,0.0,0.0,23.58,0.0,0.0,5.66,2.83,2.83,0.0,0.0,0.0,0.0,24.53,3.77,4.72,3.77,8.49,2.83,0.94,0.0,8.49,0.94,0.94,0.0,0.94,2.83,0.0,0.0,2.83,0.0,6.6,2.83,0.94,2.83,3.77,1.89,0.0,2.83,1.89,0.0,0.0,0.0,0.0,0.0
mt0001531906,2.011538461538461,1.5730769230769233,1.8625896551724148,1.5607344827586207,1.4620689655172407,1.0,1,1.0,0.26666666666666666,0.09090909090909093,0.05882352941176471,0.0,0.0,19,9,19,17,8,1,46,15,1,8,39,25,6,0,0,1,3,10,0,23,10,0,0,1,0,2,2,1,0,5,6,1,9,0,2,0,25,0,0,12,0,0,9,1,6,0,0,6,0,0,0,5,3,0,0,1,1,0,0,12,2,0,0,0,1,13,19,0,1,6,0,8,0,0,12,4,3,0,0,13,0,0,6,0,0,2,0,0,3,3,3,12,0,11,12,12,0,0,6,25,3,32,6,0,18,0,15,0,0,1,5,0,0,15,42,21,4,0,0,6,1,0,1,0,1,0,0,0,0,3,12,1,1,0,0,0,2,0,0,13,13,0,0,0,0,0,0,0,0,0,2,0,7,4,0,13,4,0,0,0,8,12,1,0,3,4,0,3,8,0,7,0,1,1,0,0,4,11,7,0,35,2,,Q4,1.0,58.17,15.69,15.03,11.76,0.65,0.0,2.61,0.0,0.65,13.73,15.03,7.84,4.58,7.19,3.27,4.58,13.73,5.88,0.0,1.96,0.0,0.0,5.88,0.0,0.0,1.31,5.88,5.88,0.0,0.0,0.0,0.0,8.5,1.31,0.0,2.61,2.61,1.31,0.65,1.96,2.61,1.96,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.45,5.23,9.15,9.15,1.31,1.31,0.65,0.0,0.0,3.27,0.0,1.96,1.31,0.0
mt0001535201,2.6642105263157903,2.1815789473684206,1.911842016806724,1.6779310924369732,1.6344537815126046,1.0,-1,1.0,1.0,0.7,0.8,0.7,0.061538461538461535,50,30,50,54,29,4,33,3,22,7,42,46,4,7,0,4,9,21,21,25,11,0,0,1,0,1,3,0,0,4,0,1,4,0,0,1,16,0,1,0,12,4,4,0,11,1,0,4,0,1,5,4,3,0,0,0,0,1,3,21,7,1,8,4,1,10,7,0,1,2,2,8,0,0,7,0,2,2,2,9,1,0,7,16,0,2,0,0,0,11,5,11,3,17,0,0,0,19,0,53,6,26,0,12,2,0,24,2,28,0,3,0,5,15,35,33,45,0,0,0,1,0,0,0,1,0,0,0,0,2,4,2,1,1,0,0,4,0,0,0,0,16,0,0,12,28,0,0,5,5,0,13,4,7,0,24,3,0,0,0,15,18,0,0,0,0,0,2,6,4,10,0,4,0,0,6,5,14,6,5,23,13,,Q3,1.0,65.36,23.2,19.28,11.44,0.98,5.56,1.31,0.0,3.92,6.54,18.63,13.4,4.9,8.82,2.29,6.54,10.13,12.42,1.63,1.96,0.33,0.0,11.76,0.0,0.33,1.31,8.17,5.56,2.61,0.0,0.0,2.61,12.09,0.65,0.65,0.33,0.33,1.63,0.33,7.84,0.65,4.58,2.94,0.65,0.65,4.9,2.94,0.0,1.96,0.0,16.67,2.94,4.25,9.48,0.0,0.65,0.98,0.0,0.0,0.0,0.0,0.33,0.65,0.0
mt0001566152,2.8,1.945,1.8832958333333327,1.7024250000000007,1.8541666666666667,1.0,-1,1.0,1.0,0.1,0.7857142857142857,0.09090909090909093,0.0,15,8,15,16,8,2,6,2,4,0,13,15,3,4,0,2,4,2,7,2,8,0,0,3,2,3,3,3,0,0,1,0,0,3,0,2,6,0,1,0,0,0,3,0,5,1,0,0,0,1,3,1,1,0,0,0,0,0,2,13,11,0,0,0,0,4,0,0,0,3,0,0,0,0,1,1,1,0,2,1,3,0,0,1,0,2,0,0,0,4,0,1,0,6,0,0,0,5,0,3,1,13,0,0,5,0,2,2,0,0,0,1,5,3,12,10,4,0,1,0,0,0,0,0,6,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,2,2,0,3,2,7,3,15,1,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1,6,8,9,,Q3,1.0,47.14,11.43,10.0,4.29,5.71,0.0,0.0,0.0,1.43,10.0,11.43,5.71,1.43,5.71,2.86,7.14,11.43,5.71,2.86,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.14,2.86,4.29,0.0,0.0,4.29,12.86,5.71,0.0,0.0,0.0,1.43,0.0,5.71,0.0,14.29,11.43,0.0,2.86,10.0,7.14,0.0,2.86,0.0,20.0,0.0,11.43,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,1.43
